"","Vote ID","Parameter","Kommission","Mittelwert","CI (unten)","CI (oben)","Abstimmungstitel"
"1","12619","difficulty","UREK",-2.50757360186928,-3.4051610070775,-1.66668921957705,"Botschaft vom 12. Februar 2014 zur Volksinitiative ""Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)"" und zum indirekten Gegenvorschlag (Änderung des Umweltschutzgesetzes)"
"2","12619","discrimination","UREK",3.09578394313913,2.24040451975896,4.10723651714438,"Botschaft vom 12. Februar 2014 zur Volksinitiative ""Für eine nachhaltige und ressourceneffiziente Wirtschaft (Grüne Wirtschaft)"" und zum indirekten Gegenvorschlag (Änderung des Umweltschutzgesetzes)"
"3","12621","difficulty","RK",2.04293340986548,1.23271030231054,2.92748128200433,""
"4","12621","discrimination","RK",-2.81633918846777,-3.79268671780959,-1.99537291606723,""
"5","12622","difficulty","RK",-1.10760513591113,-2.00395869942582,-0.281933014529005,""
"6","12622","discrimination","RK",-3.33352050456422,-4.38676983943818,-2.42806212388556,""
"7","12623","discrimination","RK",-3.37361095651558,-4.42563687133623,-2.45485814091836,""
"8","12623","difficulty","RK",-1.28765144063966,-2.273717743294,-0.383217620601457,""
"9","12624","difficulty","WAK",0.15531335362594,-0.398745767310636,0.732961932508653,""
"10","12624","discrimination","WAK",-2.4564224053682,-3.50922148255412,-1.59917290066778,""
"11","12626","difficulty","WAK",-3.52061708692369,-4.53410803412409,-2.63337973769935,""
"12","12626","discrimination","WAK",2.16127951054513,1.58009634918143,2.87166260790009,""
"13","12627","difficulty","APK",-0.92750805704862,-1.64684577721453,-0.290375899117281,""
"14","12627","discrimination","APK",-2.56703756398953,-3.42347632465682,-1.86399311903282,""
"15","12628","discrimination","UREK",-1.34285353301819,-1.73067082883772,-0.996345658293087,""
"16","12628","difficulty","UREK",-0.82118422050971,-1.30319584667097,-0.372978092774171,""
"17","12629","difficulty","SGK",-1.74153168376873,-2.45922465640172,-1.13132802476271,""
"18","12629","discrimination","SGK",1.91986407366288,1.40470773520728,2.55760147693502,""
"19","12647","difficulty","SiK",-2.66023983583345,-3.38980628575297,-2.04364842489997,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"20","12647","discrimination","SiK",0.758598486927818,0.367769724567429,1.20279142889981,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"21","12648","difficulty","SiK",-1.0078894907902,-1.79073072026292,-0.269599402248123,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"22","12648","discrimination","SiK",3.68978033845607,2.69394935931282,4.87442743135054,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"23","12649","difficulty","SiK",2.1278045443328,1.25182086894504,3.13354149015885,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"24","12649","discrimination","SiK",-3.18201544688455,-4.14797971767391,-2.32121363425489,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"25","12650","difficulty","SiK",-1.14045616804179,-1.95986972680253,-0.372711753072194,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"26","12650","discrimination","SiK",3.64805546365917,2.6581264194669,4.82831475147298,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"27","12651","difficulty","SiK",-1.14861931690547,-1.96734266931168,-0.372016560030261,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"28","12651","discrimination","SiK",3.67376731221458,2.71402035437446,4.83577159366659,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"29","12652","difficulty","SiK",-1.793633595383,-2.5273391321649,-1.12333461921777,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"30","12652","discrimination","SiK",2.22054378696025,1.65883239700651,2.86960138919785,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"31","12653","difficulty","SiK",-0.87316087313077,-1.66548529807034,-0.0862035463214014,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"32","12653","discrimination","SiK",3.69509355969185,2.68106927654987,4.90229248779198,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"33","12654","difficulty","SiK",-2.06335921368328,-3.02832049728073,-1.22078314053073,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"34","12654","discrimination","SiK",3.23691564096521,2.40950546264392,4.22951275739087,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"35","12655","difficulty","SiK",-2.37397925052065,-3.2634821335332,-1.58131322799617,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"36","12655","discrimination","SiK",2.2196398608788,1.33535905850576,3.21157559662653,"Bundesgesetz über die Armee und die Militärverwaltung (Militärgesetz, MG)"
"37","12657","difficulty","SiK",-1.2861121277014,-2.08933260714603,-0.525962500494554,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"38","12657","discrimination","SiK",3.64613052329464,2.69538802675576,4.79037221795433,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"39","12658","difficulty","SiK",-3.71406580812405,-4.67856798074825,-2.81742540183026,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"40","12658","discrimination","SiK",-2.87858829848796,-3.6714823867928,-2.19052321743835,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"41","12659","difficulty","SiK",-2.01559107765691,-2.75884111773883,-1.36295328803436,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"42","12659","discrimination","SiK",-2.41235669140516,-3.23749293979368,-1.73877728617651,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"43","12660","discrimination","SiK",3.65567452287275,2.68919813038132,4.79024228442703,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"44","12660","difficulty","SiK",-1.28465033795467,-2.14214690481228,-0.5123837560684,"Verordnung der Bundesversammlung über die Organisation der Armee (Armeeorganisation, AO) (Entwurf der SiK-S vom 20.01.2015)"
"45","12661","discrimination","SiK",3.59367600938338,2.63030373273262,4.72214066904683,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"46","12661","difficulty","SiK",-1.38769671386111,-2.23276723312454,-0.592675704173384,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"47","12662","difficulty","SiK",1.09924043410075,0.454069481353316,1.81043713867075,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"48","12662","discrimination","SiK",-2.48303846813732,-3.23356000341611,-1.82313460304901,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"49","12663","difficulty","SiK",-1.39166097840057,-2.23786323543149,-0.589480989392703,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"50","12663","discrimination","SiK",3.59427635579614,2.66802140275771,4.75153307281095,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"51","12664","difficulty","SiK",-3.34002480245913,-4.28119163075966,-2.50606596742353,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"52","12664","discrimination","SiK",-2.75842138667788,-3.55207234113777,-2.07891528682555,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"53","12665","discrimination","SiK",1.72483520518226,1.21468532129959,2.30748438547267,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"54","12665","difficulty","SiK",-2.45965691901549,-3.33997280163096,-1.73174068309898,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"55","12666","difficulty","SiK",-2.13517405315747,-3.08243416606732,-1.31169528579582,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"56","12666","discrimination","SiK",3.03113123355117,2.18792525959509,4.02797136678261,"Bundesbeschluss zum Zahlungsrahmen der Armee 2017–2020 (Entwurf der Sicherheitspolitischen Kommission des Nationalrates vom 3.11.2015)"
"57","12672","difficulty","FK",-2.83169934060559,-3.79676586765379,-1.95552938126293,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"58","12672","discrimination","FK",-2.42703604081929,-3.23953980371007,-1.77390782563077,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"59","12673","difficulty","FK",0.95501930576965,0.306250685715211,1.69630572036545,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"60","12673","discrimination","FK",-2.88656434338475,-3.9451630338589,-1.97445683979811,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"61","12674","difficulty","FK",-2.6028732673687,-3.57476109510474,-1.763502506369,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"62","12674","discrimination","FK",-2.41287267079263,-3.27570200934177,-1.73618678363256,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"63","12676","discrimination","FK",-2.4066711327184,-3.19096665600323,-1.77163329745161,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"64","12676","difficulty","FK",-3.02070082358336,-4.03189680787403,-2.13049833160134,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"65","12677","difficulty","FK",-2.7449113241372,-3.62788956586188,-1.96229733130252,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"66","12677","discrimination","FK",2.30585736402924,1.64350257121817,3.13490030220086,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"67","12678","difficulty","FK",-3.06228792244436,-4.09242844104082,-2.15570091574477,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"68","12678","discrimination","FK",-2.4582732483926,-3.2394378688176,-1.81442637880754,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"69","12679","difficulty","FK",-3.05499279697349,-4.07516372988805,-2.14347890167257,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"70","12679","discrimination","FK",-2.46366518906315,-3.30659603025406,-1.81508297351789,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"71","12680","discrimination","FK",2.32355550417738,1.63426936912261,3.180790306607,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"72","12680","difficulty","FK",-2.69442232942152,-3.57210934248547,-1.88561451892411,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"73","12681","difficulty","FK",-3.18381973617242,-4.11869781404466,-2.29683997283554,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"74","12681","discrimination","FK",2.31995414411991,1.68204441219105,3.11389022592189,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"75","12682","difficulty","FK",-3.17153728218338,-4.1584982847755,-2.31133567641993,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"76","12682","discrimination","FK",2.2909837459967,1.67472768325436,3.06379334137438,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"77","12683","difficulty","FK",-3.16908434939566,-4.12514620186078,-2.29596034080649,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"78","12683","discrimination","FK",2.28397157137577,1.65808956484722,3.06400143312854,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"79","12685","discrimination","FK",2.21762714757511,1.64169352324686,2.89682726262115,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"80","12685","difficulty","FK",-3.47840326967387,-4.52376292068729,-2.55490097526163,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"81","12686","discrimination","FK",-3.55623062950652,-4.78106907353805,-2.47381059733185,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"82","12686","difficulty","FK",0.114640235133149,-0.554782848269227,0.795302487384447,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"83","12687","difficulty","FK",-3.01979327286764,-4.08259625854072,-2.0709687497855,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"84","12687","discrimination","FK",-2.45657930541725,-3.27595224021832,-1.79198590480153,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"85","12688","difficulty","FK",-2.69486477453206,-3.68079847230814,-1.84552639779698,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"86","12688","discrimination","FK",-2.45618190614788,-3.2775687062801,-1.75266075572836,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"87","12689","difficulty","FK",-3.04192238674191,-4.09255984610576,-2.1489412287915,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"88","12689","discrimination","FK",-2.46562104231999,-3.28416311323938,-1.806899284325,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"89","12690","discrimination","FK",1.68539551978965,1.20355136609692,2.30764085073542,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"90","12690","difficulty","FK",-1.4096460070148,-2.02402272212266,-0.82808873060041,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"91","12691","difficulty","FK",-3.55994139491955,-4.63413909807561,-2.6330738677499,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"92","12691","discrimination","FK",2.20394157155331,1.62784913164744,2.90198917121579,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"93","12692","difficulty","FK",-3.55164272816677,-4.53550798912845,-2.61919181175974,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"94","12692","discrimination","FK",2.19820756908252,1.63131697293137,2.88198902828308,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"95","12693","difficulty","FK",-3.56122817751462,-4.58988551757757,-2.6068513892192,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"96","12693","discrimination","FK",2.21942917260295,1.65131521359252,2.89429439318222,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"97","12694","discrimination","FK",1.61709422150166,1.20316256392596,2.10372390884633,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"98","12694","difficulty","FK",-2.47181250672337,-3.27416684140208,-1.76405753204578,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"99","12701","difficulty","FK",-1.03964690186141,-1.54774317562721,-0.560464234242252,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"100","12701","discrimination","FK",1.12087796176186,0.83028499925891,1.45471413023128,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"101","12702","difficulty","FK",-0.657422683351134,-1.10442482736739,-0.23748058491369,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"102","12702","discrimination","FK",0.944431370378323,0.69760837765951,1.22480701571142,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"103","12703","difficulty","FK",-1.26026068426625,-1.7452579791382,-0.797455042896392,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"104","12703","discrimination","FK",0.918976088274141,0.675001620148491,1.19506554369997,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"105","12705","discrimination","FK",0.0439563705858766,-0.0668333886824524,0.15797573702922,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"106","12705","difficulty","FK",-0.339397712834001,-0.631144359612224,-0.0483564508265501,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"107","12706","discrimination","FK",-0.0415726174013932,-0.164761018866854,0.0789050320470757,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"108","12706","difficulty","FK",-0.932266655003923,-1.25270965586372,-0.627442311645112,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"109","12707","discrimination","FK",0.7056017203415,0.40864444678669,1.04756204934122,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"110","12707","difficulty","FK",-3.39323977626688,-4.40642060555326,-2.53149142188801,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"111","12708","difficulty","FK",-1.27332735346946,-1.84840839998833,-0.741292143498958,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"112","12708","discrimination","FK",-1.06193364872131,-1.38727198040969,-0.770653739769985,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
"113","12712","difficulty","FK",-3.84288111001564,-4.87121278951632,-2.99001750631176,"Bundesbeschluss II über die Entnahmen aus dem Bahninfrastrukturfonds für das Jahr 2016"
"114","12712","discrimination","FK",-0.272523322891911,-0.643661212802278,0.0786572249647835,"Bundesbeschluss II über die Entnahmen aus dem Bahninfrastrukturfonds für das Jahr 2016"
"115","12713","discrimination","FK",0.00330684776615239,-0.377367011788597,0.388667485310842,"Bundesbeschluss III über die Entnahmen aus dem Infrastrukturfonds für das Jahr 2016"
"116","12713","difficulty","FK",-4.04082537177065,-5.03149273782505,-3.19976812467878,"Bundesbeschluss III über die Entnahmen aus dem Infrastrukturfonds für das Jahr 2016"
"117","12714","discrimination","FK",0.0122698025968296,-0.381694761923094,0.398058376933061,"Bundesbeschluss IV zum Voranschlag der Eidgenössischen Alkoholverwaltung für das Jahr 2016"
"118","12714","difficulty","FK",-4.03353251050233,-5.04507153786442,-3.14660501769117,"Bundesbeschluss IV zum Voranschlag der Eidgenössischen Alkoholverwaltung für das Jahr 2016"
"119","12716","difficulty","FK",-3.10493718309648,-4.0995678696982,-2.24157674967672,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"120","12716","discrimination","FK",-1.25486984952673,-1.63012288382491,-0.927326198182985,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"121","12717","difficulty","FK",-3.44531817392961,-4.5835535889102,-2.46820350237643,"Bundesbeschluss II über zusätzliche Entnahmen aus dem Fonds für die Eisenbahngrossprojekte für das Jahr 2015"
"122","12717","discrimination","FK",-1.40178026176023,-1.83552880652561,-1.03224603616611,"Bundesbeschluss II über zusätzliche Entnahmen aus dem Fonds für die Eisenbahngrossprojekte für das Jahr 2015"
"123","12719","discrimination","FK",-0.459056450953319,-0.792080811441751,-0.158330814171269,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"124","12719","difficulty","FK",-3.63831808272945,-4.62932889598631,-2.80118366993116,"Bundesbeschluss I über den Nachtrag II zum Voranschlag 2015"
"125","12720","difficulty","WAK",-2.46898660610112,-3.30266954182629,-1.7367603213992,"Bundesgesetz über die Verrechnungssteuer (Verrechnungssteuergesetz VStG)"
"126","12720","discrimination","WAK",2.45317504774293,1.59574298590108,3.51118602013941,"Bundesgesetz über die Verrechnungssteuer (Verrechnungssteuergesetz VStG)"
"127","12721","difficulty","WAK",-2.9961648236305,-3.90547000892994,-2.19168929690315,"Bundesbeschluss über die Genehmigung und die Umsetzung des Übereinkommens des Europarats und der OECD über die gegenseitige Amtshilfe in Steuersachen"
"128","12721","discrimination","WAK",1.8080375262049,1.32088718550286,2.41275264673128,"Bundesbeschluss über die Genehmigung und die Umsetzung des Übereinkommens des Europarats und der OECD über die gegenseitige Amtshilfe in Steuersachen"
"129","12722","difficulty","WAK",-2.91578693023926,-3.88950134394962,-2.06470873856687,"Bundesbeschluss über die Genehmigung eines Protokolls zur Änderung des Doppelbesteuerungsabkommens zwischen der Schweiz und Italien"
"130","12722","discrimination","WAK",-1.0873459691047,-1.55354277705933,-0.679968256324828,"Bundesbeschluss über die Genehmigung eines Protokolls zur Änderung des Doppelbesteuerungsabkommens zwischen der Schweiz und Italien"
"131","12723","discrimination","FK",-2.93553105283042,-3.98049107819285,-1.99840975625564,""
"132","12723","difficulty","FK",1.01406992809847,0.368667686188537,1.73845246625949,""
"133","12724","difficulty","FK",0.641945241650719,0.234119081412398,1.07248780593491,""
"134","12724","discrimination","FK",0.719291020740892,0.525178325316041,0.939929419012483,""
"135","12725","difficulty","WAK",-0.832249726584969,-1.35345714081113,-0.341626393751927,""
"136","12725","discrimination","WAK",1.61332911940559,1.11429430119513,2.28100494780581,""
"137","12726","difficulty","WBK",-1.58369801283231,-1.98732543034809,-1.20917188441335,""
"138","12726","discrimination","WBK",0.019029489649684,-0.165528291631157,0.203461702628797,""
"139","12727","difficulty","SPK",-3.47635210057904,-4.44297362571094,-2.58220464669502,""
"140","12727","discrimination","SPK",2.46191729521104,1.8286941274569,3.2511664517491,""
"141","12728","difficulty","APK",-1.18900136587907,-1.84687285453608,-0.574940500627375,""
"142","12728","discrimination","APK",2.2754072919314,1.60059015099877,3.12515285039432,""
"143","12729","discrimination","APK",2.29441128518978,1.58736195597576,3.1731016068247,""
"144","12729","difficulty","APK",-1.11285794010011,-1.76203543311938,-0.511327277786092,""
"145","12730","difficulty","SPK",1.19828725734774,0.582657460061118,1.87572559422861,""
"146","12730","discrimination","SPK",-2.22467867652584,-3.17593622348599,-1.49572285734648,""
"147","12731","discrimination","APK",-3.22583684309111,-4.25155184349953,-2.35619552655606,""
"148","12731","difficulty","APK",-1.99571158042023,-2.97675589112131,-1.1264506776592,""
"149","12732","discrimination","UREK",1.75165021449441,1.3195466597773,2.26503488213507,""
"150","12732","difficulty","UREK",-1.49026185211911,-2.13491659886146,-0.90755199506348,""
"151","12734","discrimination","SGK",2.53068000719921,1.85782542972002,3.37364697679119,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"152","12734","difficulty","SGK",-3.05714711369886,-4.07719323456757,-2.12152344413709,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"153","12735","discrimination","SGK",0.11277359013491,-0.0491028933803116,0.276234363763464,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"154","12735","difficulty","SGK",-1.21557309032247,-1.55573463944491,-0.88965472225375,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"155","12736","discrimination","SGK",0.0518897805453778,-0.0805424234899326,0.188181572884813,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"156","12736","difficulty","SGK",-0.27578031016078,-0.569987146841473,0.0194659234555354,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"157","12737","difficulty","SGK",-3.07202109174011,-4.12374737731378,-2.13534373063263,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"158","12737","discrimination","SGK",2.54819085202999,1.86526191627279,3.43593062995014,"Bundesgesetz über Arzneimittel und Medizinprodukte (Heilmittelgesetz, HMG)"
"159","12738","discrimination","SGK",-0.303354133270606,-0.749178798365448,0.0889549665428894,"Bundesgesetz über die Registrierung von Krebserkrankungen (Krebsregistrierungsgesetz, KRG)"
"160","12738","difficulty","SGK",-3.58302099113681,-4.57467779022925,-2.76363192921657,"Bundesgesetz über die Registrierung von Krebserkrankungen (Krebsregistrierungsgesetz, KRG)"
"161","12739","discrimination","SGK",-0.298114651966419,-0.740557338980588,0.0802521494526791,"Bundesgesetz über die Registrierung von Krebserkrankungen (Krebsregistrierungsgesetz, KRG)"
"162","12739","difficulty","SGK",-3.60062059727876,-4.56204569399921,-2.77971656320873,"Bundesgesetz über die Registrierung von Krebserkrankungen (Krebsregistrierungsgesetz, KRG)"
"163","12741","discrimination","SGK",2.4983431759584,1.82864499417149,3.3463928366546,"Bundesgesetz über die Krankenversicherung"
"164","12741","difficulty","SGK",-3.03640572140604,-4.03881314903355,-2.14976647071338,"Bundesgesetz über die Krankenversicherung"
"165","12742","difficulty","WAK",0.553832353500026,0.132979649161239,0.996977674170158,""
"166","12742","discrimination","WAK",-1.00611665779681,-1.33105308608233,-0.739302495214675,""
"167","12743","discrimination","RK",-3.16427448948959,-4.18231748874969,-2.32346939628474,""
"168","12743","difficulty","RK",-1.09476433104613,-1.97949458057761,-0.289735358966862,""
"169","12744","discrimination","SPK",-2.92909406173311,-4.00234373982541,-2.1116733277648,""
"170","12744","difficulty","SPK",-1.83160991184464,-2.79119894130914,-0.965890586778273,""
"171","12745","difficulty","WAK",-3.62463310157813,-4.68451585578843,-2.67912808694322,""
"172","12745","discrimination","WAK",1.95339628543182,1.45366269739488,2.55405384281497,""
"173","12748","discrimination","SPK",1.80592324659321,1.35215107947315,2.34185017621728,""
"174","12748","difficulty","SPK",-2.61420860410541,-3.44333881572545,-1.88404989812841,""
"175","12749","difficulty","KVF",-1.71062293200655,-2.39865245906509,-1.09468974905325,""
"176","12749","discrimination","KVF",1.94357992713515,1.45090470452025,2.51108034653851,""
"177","12754","difficulty","FK",0.802141902987064,0.121719941023442,1.54645496946681,"Bundesbeschluss I über den Voranschlag für das Jahr 2016"
